,id,label,lon-lat,geometry,neighborhood,nbhd_geom,type of region,code,population (count),age 15-25 (%),age 25-45 (%),age 45-65 (%),age >65 (%),migrants (%),Western migrants (%),non-Western migrants (%),education low (%),education secondary (%),education high (%),property value (x1000 euro),income per inhabitant (x1000 euro),40% with lowest income (%),20% with highest income (%)
360,osm-node-2725914340,gentrified,"[4.8913578, 52.3663437]",POINT (4.8913578 52.3663437),Reguliersbuurt,"POLYGON ((4.89548936774555 52.367515429707325, 4.89589318165548 52.36743900284532, 4.895739052116122 52.366991493858, 4.895824554769136 52.36641694937024, 4.895776083534576 52.366272899750285, 4.895807187493514 52.36572482291408, 4.893134364596355 52.36608197093237, 4.89152071740244 52.366317939431376, 4.890365102736265 52.36646584188269, 4.890104585878399 52.366509731890346, 4.888853877593696 52.366998798675134, 4.889703518735524 52.36727721644667, 4.891460425854066 52.36701616770151, 4.893147724766222 52.36698515771727, 4.8940920413402065 52.36732128058245, 4.894707274795295 52.367259084882264, 4.895246532833026 52.367566819326974, 4.89548936774555 52.367515429707325))",Buurt     ,BU03630305,390.0,23.08,57.69,12.82,2.56,67.95,46.15,21.79,,,,524.0,33.0,42.6,25.8
361,osm-node-2741066908,gentrified,"[4.9022837, 52.3669259]",POINT (4.9022837 52.3669259),Waterloopleinbuurt,"POLYGON ((4.901471121678593 52.36631419719484, 4.901341549494692 52.366347773915, 4.901260978938253 52.36633113054336, 4.90113303889868 52.366510539416616, 4.901209670408435 52.36659192319218, 4.901180096917162 52.366637773956406, 4.9011675349834025 52.36667875130668, 4.899067594986077 52.36751787827973, 4.898964391038845 52.36750311733265, 4.89854110514533 52.3676615321285, 4.9002511626146275 52.369090254062634, 4.901042627114098 52.36960266030976, 4.9011027872393464 52.36963998161725, 4.901763994661752 52.369437549918324, 4.904060657630501 52.368483506404544, 4.907102071492262 52.36735349541683, 4.906584291026532 52.3669939983603, 4.906046072175427 52.36673278643814, 4.901874608029442 52.36589666481659, 4.9018336768241735 52.36594741243219, 4.9016830951314185 52.36598238636545, 4.901471121678593 52.36631419719484))",Buurt     ,BU03630408,865.0,11.56,33.53,27.75,19.08,45.66,28.32,17.34,10.4,23.12,53.18,466.0,36.6,35.1,24.3
362,osm-node-2742805862,gentrified,"[4.9109975, 52.3623749]",POINT (4.9109975 52.3623749),Sarphatistrook,"POLYGON ((4.908295286889492 52.360577186274014, 4.90770863476275 52.36039586605059, 4.906885293771328 52.35985272571548, 4.90631897670823 52.359584479862846, 4.905682278370792 52.35940393484277, 4.905324371378353 52.35935057439373, 4.90510567033642 52.359489577911035, 4.904626886638364 52.36037988356176, 4.903991566231445 52.36162941676006, 4.905132550278186 52.361846133654474, 4.905042037749254 52.36200197164836, 4.907223348735878 52.362413710017584, 4.914660036373601 52.36385294531457, 4.916317327220962 52.363288604167906, 4.916805366472737 52.36341017073412, 4.9175176843456825 52.36210155672685, 4.916336822307465 52.36206028596782, 4.915560002657248 52.36191334538403, 4.915041533124003 52.36176990195762, 4.914011142444777 52.36147561955772, 4.913375261370968 52.36136432485191, 4.911693167224786 52.361232516412024, 4.911381136329288 52.361115590753094, 4.910779610825684 52.36073847350721, 4.910315233688346 52.36059819288212, 4.909896581924315 52.36056091431717, 4.9087194505779355 52.360627345226796, 4.908295286889492 52.360577186274014))",Buurt     ,BU03630801,2170.0,11.75,41.24,28.8,9.91,48.85,26.73,22.12,15.67,19.82,55.76,513.0,43.8,33.7,33.1
363,osm-node-2862836629,non-gentrified,"[4.9546005, 52.314897]",POINT (4.9546005 52.314897),Amsterdamse Poort,"POLYGON ((4.9580520926854525 52.317382559087505, 4.95952289925505 52.315758087487794, 4.9610212767103805 52.315452562708295, 4.960659212157169 52.314602003061744, 4.960250030119202 52.31429157225954, 4.957706569209833 52.313406416744016, 4.95710095052555 52.31406167244666, 4.9525313372987805 52.312532327077534, 4.950558766289536 52.31185079908414, 4.948711664021611 52.31121073233622, 4.945612174459848 52.31462143692319, 4.951122911363947 52.31649709100617, 4.952139861856128 52.31536388136273, 4.954655116996774 52.31624658150625, 4.954774110125669 52.31612046863259, 4.955488728238149 52.31637370264082, 4.955374729731438 52.316484015971824, 4.956232547502329 52.31677731425054, 4.956340965585288 52.3166600591935, 4.957150492888913 52.316943288350224, 4.957042205458852 52.31704719777209, 4.9580520926854525 52.317382559087505))",Buurt     ,BU03639304,1395.0,19.35,28.32,28.67,12.19,88.89,15.41,73.48,35.13,35.84,12.9,207.0,19.0,58.6,3.7
364,osm-node-4067561113,non-gentrified,"[4.8787736, 52.3688219]",POINT (4.8787736 52.3688219),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
365,osm-node-461796303,non-gentrified,"[4.8985572, 52.3634907]",POINT (4.8985572 52.3634907),Amstelveldbuurt,"POLYGON ((4.900561960108964 52.36564114848261, 4.900600139659583 52.36554688943939, 4.900665458614841 52.3655550670772, 4.901216462641264 52.36449749845643, 4.901166074685608 52.3644532967232, 4.901257071452569 52.3642549517929, 4.901359005537946 52.36423757446275, 4.902085092618959 52.3628203573134, 4.9020137233967365 52.3627750812972, 4.902037673883127 52.3627262413073, 4.896109330165904 52.36162762981955, 4.89587747869554 52.364773539721746, 4.900561960108964 52.36564114848261))",Buurt     ,BU03630303,1515.0,13.53,30.36,29.37,16.5,39.6,27.39,12.21,5.94,19.8,60.07,826.0,,31.2,40.4
366,osm-node-4825417024,non-gentrified,"[4.8754957, 52.3682917]",POINT (4.8754957 52.3682917),De Costabuurt Noord,"POLYGON ((4.869574673045118 52.36858689748798, 4.8679448862841435 52.37101085172903, 4.867358347255317 52.37178683977751, 4.86929887506938 52.372219474469766, 4.875379600497657 52.373407084186994, 4.875172934642597 52.37297909428038, 4.874595809539668 52.37246002795997, 4.874451189871118 52.37218505159631, 4.874506435442531 52.37187732656209, 4.87570893757585 52.369431170926035, 4.876709967405812 52.36848144420303, 4.872157346486967 52.367260022563954, 4.870750648501526 52.3668396500991, 4.869574673045118 52.36858689748798))",,,,,,,,,,,,,,,,,
367,osm-node-1215448494,gentrified,"[4.8627749, 52.3649397]",POINT (4.8627749 52.3649397),Bellamybuurt Zuid,"POLYGON ((4.862394334953078 52.36717216452074, 4.867196101561987 52.36833474942077, 4.868210493962503 52.36825813105801, 4.869574673045118 52.36858689748798, 4.870750648501526 52.3668396500991, 4.867524998607794 52.36597232951593, 4.862717112692019 52.36480182032115, 4.860762474814268 52.364366047172204, 4.860102698303591 52.364642405606716, 4.862394334953078 52.36717216452074))",Buurt     ,BU03631801,3955.0,9.86,51.33,20.35,7.84,48.8,25.92,22.88,13.91,22.5,51.58,397.0,39.3,32.1,31.8
368,osm-node-1223236908,gentrified,"[4.8902397, 52.3808337]",POINT (4.8902397 52.3808337),Haarlemmerbuurt Oost,"POLYGON ((4.89396417880231 52.37882119382275, 4.890190754945795 52.37964922652095, 4.8883993214541555 52.380492919083736, 4.890292610951408 52.38238177849778, 4.8920082798408115 52.3814542000897, 4.895745060036502 52.38022604994135, 4.895461511705124 52.37993618811951, 4.89396417880231 52.37882119382275))",Buurt     ,BU03630501,1490.0,10.74,36.58,28.52,16.44,41.28,27.18,14.09,10.07,20.13,57.72,518.0,36.9,34.9,29.6
369,osm-node-1712603343,non-gentrified,"[4.8506034, 52.3513722]",POINT (4.8506034 52.3513722),Legmeerpleinbuurt,"POLYGON ((4.850324804557587 52.35482266214493, 4.851379916089125 52.35482744304807, 4.853217928317383 52.35478186729189, 4.853579220910392 52.35474691639596, 4.85240993936906 52.35095163169024, 4.852058985725453 52.351001949846605, 4.850415887435231 52.351030101146485, 4.850390255043791 52.351614280063, 4.850324804557587 52.35482266214493))",Buurt     ,BU03634404,1695.0,9.73,41.89,23.89,10.91,36.87,24.78,12.09,8.85,20.65,52.51,477.0,40.6,27.6,36.6
370,osm-node-2506067253,non-gentrified,"[4.8905654, 52.3561829]",POINT (4.8905654 52.3561829),Gerard Doubuurt,"POLYGON ((4.8961503315635655 52.358068658740955, 4.898215186657719 52.35796005096716, 4.898483591151349 52.357341275433775, 4.8969674507779555 52.356894562426405, 4.895538032275744 52.35649317371283, 4.892884654159216 52.355951711945046, 4.890452942419485 52.355447206641124, 4.890848426374772 52.35805544471561, 4.890870496075939 52.35832000139159, 4.8961503315635655 52.358068658740955))",Buurt     ,BU03632401,1920.0,10.68,45.83,23.7,11.2,51.82,28.91,22.92,17.19,23.44,46.88,464.0,36.8,37.6,28.7
371,osm-node-2708542899,non-gentrified,"[4.9121073, 52.3701143]",POINT (4.9121073 52.3701143),Kadijken,"POLYGON ((4.909813516615149 52.36918208820302, 4.91100976073346 52.36991405557749, 4.9129388060850365 52.37115019218364, 4.913394571200711 52.37142735502165, 4.9142669579871825 52.371033900994966, 4.914503919294691 52.370927084718986, 4.915034366021258 52.370638044671864, 4.917067945161193 52.36994963489468, 4.920302569277958 52.368855149674594, 4.924383919494067 52.36747372120389, 4.925276981726267 52.36717171686712, 4.925062027259432 52.366953375682506, 4.924064812493657 52.36655748046265, 4.921729396521426 52.36509847031591, 4.91325172816348 52.3680159502603, 4.91103460916668 52.36880291574297, 4.910684774879558 52.368742189446714, 4.909813516615149 52.36918208820302))",Buurt     ,BU03630908,2905.0,10.67,27.19,33.22,20.14,38.38,22.72,15.66,9.64,23.75,54.73,492.0,36.8,37.4,28.8
372,osm-node-2721938752,gentrified,"[4.8866711, 52.3723428]",POINT (4.8866711 52.3723428),Felix Meritisbuurt,"POLYGON ((4.882588167578911 52.368915449907924, 4.882925583140543 52.37240978453929, 4.88306195254267 52.37398379936667, 4.883307555140688 52.37404861262539, 4.884734441573558 52.3740007949451, 4.885280600847314 52.3739853156673, 4.885474638876517 52.37396784803, 4.885657772380186 52.373914742551534, 4.886236455139385 52.373593904330676, 4.886483088477119 52.3734960827276, 4.886918502919502 52.373416854055385, 4.887427002488093 52.37337401794722, 4.888529606142891 52.373288699741714, 4.88886187011821 52.37326043917049, 4.888395432632341 52.37214871746788, 4.887868275477045 52.36875641895408, 4.884793623475046 52.36884722009199, 4.882588167578911 52.368915449907924))",Buurt     ,BU03630202,2055.0,10.71,38.44,29.44,15.33,47.45,36.25,11.19,3.89,13.63,68.61,782.0,68.4,30.0,40.5
373,osm-node-2816880565,gentrified,"[4.8777087, 52.3492181]",POINT (4.8777087 52.3492181),Beethovenbuurt,"POLYGON ((4.883741998302631 52.3503594248135, 4.884797798830937 52.349580897797374, 4.88290194253524 52.34862966007831, 4.879737262166709 52.34704318568756, 4.87931907539464 52.346978612401564, 4.876878314484187 52.34689594181214, 4.8772086707124815 52.349054608613145, 4.87862647747287 52.35036375450303, 4.8790634873292 52.351184236306956, 4.883741998302631 52.3503594248135))",Buurt     ,BU03634901,1260.0,11.51,22.62,26.59,19.05,42.86,32.54,10.32,7.14,14.29,47.62,1386.0,68.0,28.4,48.0
374,osm-node-4926201921,gentrified,"[4.8871881, 52.3778058]",POINT (4.8871881 52.3778058),Langestraat e.o.,"POLYGON ((4.891347568486635 52.37631838107234, 4.890090743592801 52.376825230766855, 4.88980314229635 52.376829954922364, 4.8879258076618965 52.37749285149748, 4.887894976167904 52.37750507958893, 4.887894976167904 52.37750507958893, 4.887894976167904 52.37750507958893, 4.886218104131243 52.378078827345504, 4.8883993214541555 52.380492919083736, 4.890190754945795 52.37964922652095, 4.89396417880231 52.37882119382275, 4.892168351339234 52.37702869803226, 4.891347568486635 52.37631838107234))",Buurt     ,BU03630200,1870.0,10.43,31.82,27.27,20.86,41.71,32.89,8.82,12.3,16.04,55.61,814.0,53.6,31.5,39.9
375,faillissementsdossier-73361038,non-gentrified,"[4.8927512, 52.3707204]",POINT (4.8927512 52.3707204),Begijnhofbuurt,"POLYGON ((4.890626660231313 52.372605459316006, 4.891215914204723 52.37270679390443, 4.892047955711432 52.372764157611265, 4.892951362977451 52.3727229485836, 4.892905995452405 52.3723006065017, 4.893051943507122 52.37217664603449, 4.892450954666337 52.36907274626438, 4.891003138605819 52.3689851239217, 4.889238057004946 52.36867222091147, 4.889338805109296 52.36933751101427, 4.8906386244847155 52.37139243807763, 4.890626660231313 52.372605459316006))",Buurt     ,BU03630106,415.0,12.05,49.4,19.28,16.87,51.81,33.73,18.07,4.82,19.28,69.88,488.0,34.5,36.1,23.1
376,osm-node-2505936657,non-gentrified,"[4.8878122, 52.3547401]",POINT (4.8878122 52.3547401),Hercules Seghersbuurt,"POLYGON ((4.886774062345103 52.35529280554685, 4.889076402914332 52.35516311657401, 4.890452942419485 52.355447206641124, 4.890321132590224 52.35488954823953, 4.891167156822429 52.352799131925956, 4.886782134963351 52.35221417691483, 4.8864971090187135 52.35221939780444, 4.886509639132605 52.3528976663488, 4.886793231821995 52.353449544902105, 4.886823487350621 52.35463259501717, 4.886774062345103 52.35529280554685))",Buurt     ,BU03632403,2645.0,11.91,51.61,20.04,9.07,50.85,26.09,24.76,19.66,20.79,46.88,406.0,35.3,36.0,26.0
377,osm-node-2721522052,non-gentrified,"[4.8940732, 52.3783449]",POINT (4.8940732 52.3783449),Hemelrijk,"POLYGON ((4.89396417880231 52.37882119382275, 4.895461511705124 52.37993618811951, 4.89764392801782 52.37863675709924, 4.89691506097686 52.37800397372041, 4.8956850058037995 52.37770030312455, 4.895097912685935 52.3771061596122, 4.894231252816129 52.376594884529155, 4.893386863235524 52.376769322693676, 4.892829872707987 52.37688415327586, 4.892376467083173 52.37698112417447, 4.892168351339234 52.37702869803226, 4.89396417880231 52.37882119382275))",Buurt     ,BU03630101,575.0,14.78,54.78,20.0,6.96,52.17,37.39,14.78,6.96,26.09,57.39,441.0,39.3,31.4,26.8
378,osm-node-2724038527,non-gentrified,"[4.8906317, 52.3682105]",POINT (4.8906317 52.3682105),Kalverdriehoek,"POLYGON ((4.891460425854066 52.36701616770151, 4.889703518735524 52.36727721644667, 4.888562671713075 52.36812018383005, 4.889238057004946 52.36867222091147, 4.891003138605819 52.3689851239217, 4.892450954666337 52.36907274626438, 4.892775618013468 52.368419122673025, 4.8940920413402065 52.36732128058245, 4.893147724766222 52.36698515771727, 4.891460425854066 52.36701616770151))",Buurt     ,BU03630107,310.0,22.58,53.23,14.52,6.45,58.06,40.32,17.74,6.45,35.48,51.61,,43.1,32.1,35.9
379,osm-node-2724249544,non-gentrified,"[4.8936977, 52.3724297]",POINT (4.8936977 52.3724297),Nes e.o.,"POLYGON ((4.892951362977451 52.3727229485836, 4.893893617185108 52.372529148413314, 4.894125180024033 52.37240455464958, 4.895737711010795 52.37185069538646, 4.894690252274797 52.370756358470054, 4.894176840386872 52.36920995289361, 4.892450954666337 52.36907274626438, 4.893051943507122 52.37217664603449, 4.892905995452405 52.3723006065017, 4.892951362977451 52.3727229485836))",Buurt     ,BU03630003,350.0,15.71,51.43,20.0,7.14,50.0,37.14,12.86,5.71,22.86,65.71,617.0,37.1,35.4,30.6
380,osm-node-2725662864,non-gentrified,"[4.901334, 52.3749101]",POINT (4.901334 52.3749101),Kop Zeedijk,"POLYGON ((4.899390401689737 52.37473436085741, 4.899180677816262 52.3747829290352, 4.897969126498384 52.375224798021264, 4.897849680514526 52.37514323538558, 4.897022706126595 52.375499682462724, 4.89934887523271 52.37718801138136, 4.901636828756349 52.377292325388794, 4.902728000003216 52.37707682090507, 4.9031571850722315 52.37675479434495, 4.902935134103074 52.37645234925938, 4.9024521679397655 52.37622644466774, 4.901255952891248 52.374162190105885, 4.900265697077735 52.374461142360694, 4.899622777171768 52.37468242531892, 4.899390401689737 52.37473436085741))",Buurt     ,BU03630000,1100.0,11.36,52.27,25.0,6.82,54.09,35.91,18.18,3.64,31.82,60.91,423.0,37.0,33.0,27.7
381,osm-node-2725663415,non-gentrified,"[4.9003917, 52.3739942]",POINT (4.9003917 52.3739942),Burgwallen Oost,"POLYGON ((4.895737711010795 52.37185069538646, 4.899390401689737 52.37473436085741, 4.899622777171768 52.37468242531892, 4.900265697077735 52.374461142360694, 4.901255952891248 52.374162190105885, 4.9009174768608155 52.37357848732083, 4.900737231174002 52.373149168323295, 4.901039078764813 52.373095043796766, 4.900433370950524 52.37206189027134, 4.899863427547947 52.372186587061165, 4.898713691918813 52.37098261953863, 4.896751746918382 52.37151678243619, 4.895737711010795 52.37185069538646))",Buurt     ,BU03630002,1615.0,15.79,48.3,19.2,10.84,53.25,33.44,19.81,9.91,27.24,55.11,462.0,29.2,43.7,18.3
382,osm-node-4548147149,gentrified,"[4.8596981, 52.3651321]",POINT (4.8596981 52.3651321),De Wester Quartier,"POLYGON ((4.859299196142061 52.36607088742645, 4.85898758815551 52.36863999099774, 4.861586235683882 52.36878650703889, 4.863294237856918 52.36817271032723, 4.862394334953078 52.36717216452074, 4.860102698303591 52.364642405606716, 4.8595315892387285 52.36479557413478, 4.859299196142061 52.36607088742645))",Buurt     ,BU03637502,1810.0,11.88,40.88,23.2,8.29,62.98,17.96,45.03,24.86,19.34,38.12,408.0,27.7,43.8,20.2
383,osm-node-2365443515,non-gentrified,"[4.8557851, 52.3816937]",POINT (4.8557851 52.3816937),Landlust Noord,"POLYGON ((4.847444005285602 52.38517648912217, 4.856635079239973 52.385320842562294, 4.856728548854627 52.384058263457575, 4.856921526855644 52.38406654259255, 4.856988858420863 52.38242173333869, 4.857101989061368 52.382418779540345, 4.857486972074626 52.38231273957173, 4.861389639926218 52.380057724140336, 4.861046923404598 52.37987181889196, 4.859002814114971 52.379569090048285, 4.858208592883041 52.37944888415387, 4.857704030278121 52.37935666200882, 4.856807452890505 52.37908274834018, 4.85583075926248 52.37996815377957, 4.85526340951533 52.380328935062835, 4.854603949368448 52.38069078236133, 4.85143120953444 52.38254056775099, 4.850761243270316 52.382830669112806, 4.847557939922001 52.38424520700773, 4.847491132435715 52.3844905817618, 4.847444005285602 52.38517648912217))",Buurt     ,BU03633706,2400.0,12.5,45.0,19.79,7.92,62.92,14.79,48.12,22.08,23.33,37.08,337.0,25.8,42.1,19.0
384,osm-node-2452226918,non-gentrified,"[4.8668306, 52.3656794]",POINT (4.8668306 52.3656794),Borgerbuurt,"POLYGON ((4.863783044521984 52.36308826121716, 4.862717112692019 52.36480182032115, 4.867524998607794 52.36597232951593, 4.870750648501526 52.3668396500991, 4.871904316141046 52.36512788503097, 4.866712482046314 52.36378235787246, 4.863783044521984 52.36308826121716))",Buurt     ,BU03631901,2900.0,9.48,30.52,28.1,22.24,60.34,17.41,42.93,23.45,16.9,40.0,360.0,25.8,50.3,15.8
385,osm-node-2505967265,non-gentrified,"[4.8871892, 52.357596]",POINT (4.8871892 52.357596),Frans Halsbuurt,"POLYGON ((4.886774062345103 52.35529280554685, 4.886584068733057 52.356390394264515, 4.886635115879135 52.357590833068585, 4.8867608324006895 52.35875698444841, 4.886868366422505 52.35974609003989, 4.887365205697977 52.360222741292674, 4.889326616482213 52.35876632038431, 4.890870496075939 52.35832000139159, 4.890848426374772 52.35805544471561, 4.890452942419485 52.355447206641124, 4.889076402914332 52.35516311657401, 4.886774062345103 52.35529280554685))",Buurt     ,BU03632402,2645.0,10.4,50.28,21.93,8.51,50.28,32.33,17.96,17.77,19.66,50.66,479.0,43.7,31.0,34.5
386,osm-node-2509420635,non-gentrified,"[4.8887326, 52.3576891]",POINT (4.8887326 52.3576891),Frans Halsbuurt,"POLYGON ((4.886774062345103 52.35529280554685, 4.886584068733057 52.356390394264515, 4.886635115879135 52.357590833068585, 4.8867608324006895 52.35875698444841, 4.886868366422505 52.35974609003989, 4.887365205697977 52.360222741292674, 4.889326616482213 52.35876632038431, 4.890870496075939 52.35832000139159, 4.890848426374772 52.35805544471561, 4.890452942419485 52.355447206641124, 4.889076402914332 52.35516311657401, 4.886774062345103 52.35529280554685))",Buurt     ,BU03632402,2645.0,10.4,50.28,21.93,8.51,50.28,32.33,17.96,17.77,19.66,50.66,479.0,43.7,31.0,34.5
387,osm-node-2721722732,non-gentrified,"[4.8946732, 52.374229]",POINT (4.8946732 52.374229),Oude Kerk e.o.,"POLYGON ((4.895737711010795 52.37185069538646, 4.894125180024033 52.37240455464958, 4.893893617185108 52.372529148413314, 4.892951362977451 52.3727229485836, 4.893152803084815 52.373200317553966, 4.896530782435684 52.37572206796376, 4.897022706126595 52.375499682462724, 4.897849680514526 52.37514323538558, 4.897969126498384 52.375224798021264, 4.899180677816262 52.3747829290352, 4.899390401689737 52.37473436085741, 4.895737711010795 52.37185069538646))",Buurt     ,BU03630001,730.0,17.81,50.68,17.81,9.59,51.37,34.25,17.12,27.4,20.55,39.73,431.0,31.5,43.3,19.2
388,osm-node-2721938631,non-gentrified,"[4.8857178, 52.3703833]",POINT (4.8857178 52.3703833),Felix Meritisbuurt,"POLYGON ((4.882588167578911 52.368915449907924, 4.882925583140543 52.37240978453929, 4.88306195254267 52.37398379936667, 4.883307555140688 52.37404861262539, 4.884734441573558 52.3740007949451, 4.885280600847314 52.3739853156673, 4.885474638876517 52.37396784803, 4.885657772380186 52.373914742551534, 4.886236455139385 52.373593904330676, 4.886483088477119 52.3734960827276, 4.886918502919502 52.373416854055385, 4.887427002488093 52.37337401794722, 4.888529606142891 52.373288699741714, 4.88886187011821 52.37326043917049, 4.888395432632341 52.37214871746788, 4.887868275477045 52.36875641895408, 4.884793623475046 52.36884722009199, 4.882588167578911 52.368915449907924))",Buurt     ,BU03630202,2055.0,10.71,38.44,29.44,15.33,47.45,36.25,11.19,3.89,13.63,68.61,782.0,68.4,30.0,40.5
389,osm-node-2724000380,non-gentrified,"[4.8913435, 52.3702269]",POINT (4.8913435 52.3702269),Begijnhofbuurt,"POLYGON ((4.890626660231313 52.372605459316006, 4.891215914204723 52.37270679390443, 4.892047955711432 52.372764157611265, 4.892951362977451 52.3727229485836, 4.892905995452405 52.3723006065017, 4.893051943507122 52.37217664603449, 4.892450954666337 52.36907274626438, 4.891003138605819 52.3689851239217, 4.889238057004946 52.36867222091147, 4.889338805109296 52.36933751101427, 4.8906386244847155 52.37139243807763, 4.890626660231313 52.372605459316006))",Buurt     ,BU03630106,415.0,12.05,49.4,19.28,16.87,51.81,33.73,18.07,4.82,19.28,69.88,488.0,34.5,36.1,23.1
390,osm-node-2725878867,non-gentrified,"[4.8948779, 52.366596]",POINT (4.8948779 52.366596),Reguliersbuurt,"POLYGON ((4.89548936774555 52.367515429707325, 4.89589318165548 52.36743900284532, 4.895739052116122 52.366991493858, 4.895824554769136 52.36641694937024, 4.895776083534576 52.366272899750285, 4.895807187493514 52.36572482291408, 4.893134364596355 52.36608197093237, 4.89152071740244 52.366317939431376, 4.890365102736265 52.36646584188269, 4.890104585878399 52.366509731890346, 4.888853877593696 52.366998798675134, 4.889703518735524 52.36727721644667, 4.891460425854066 52.36701616770151, 4.893147724766222 52.36698515771727, 4.8940920413402065 52.36732128058245, 4.894707274795295 52.367259084882264, 4.895246532833026 52.367566819326974, 4.89548936774555 52.367515429707325))",Buurt     ,BU03630305,390.0,23.08,57.69,12.82,2.56,67.95,46.15,21.79,,,,524.0,33.0,42.6,25.8
391,osm-node-2737809150,non-gentrified,"[4.8981116, 52.3639668]",POINT (4.8981116 52.3639668),Amstelveldbuurt,"POLYGON ((4.900561960108964 52.36564114848261, 4.900600139659583 52.36554688943939, 4.900665458614841 52.3655550670772, 4.901216462641264 52.36449749845643, 4.901166074685608 52.3644532967232, 4.901257071452569 52.3642549517929, 4.901359005537946 52.36423757446275, 4.902085092618959 52.3628203573134, 4.9020137233967365 52.3627750812972, 4.902037673883127 52.3627262413073, 4.896109330165904 52.36162762981955, 4.89587747869554 52.364773539721746, 4.900561960108964 52.36564114848261))",Buurt     ,BU03630303,1515.0,13.53,30.36,29.37,16.5,39.6,27.39,12.21,5.94,19.8,60.07,826.0,,31.2,40.4
392,faillissementsdossier-71562702,non-gentrified,"[4.890121, 52.3880204]",POINT (4.890121 52.3880204),Westelijke eilanden,"POLYGON ((4.884191528902742 52.38569418511691, 4.885727688952321 52.388160944257216, 4.891179571896758 52.38845034285695, 4.890322314405827 52.382542558134354, 4.884191528902742 52.38569418511691))",Buurt     ,BU03630503,2930.0,8.53,31.74,31.4,17.92,40.27,24.74,15.53,10.58,16.72,56.31,517.0,36.3,37.1,26.7
393,osm-node-1223057238,non-gentrified,"[4.8851304, 52.3838346]",POINT (4.8851304 52.3838346),Haarlemmerbuurt West,"POLYGON ((4.884191528902742 52.38569418511691, 4.890322314405827 52.382542558134354, 4.890292610951408 52.38238177849778, 4.8883993214541555 52.380492919083736, 4.887956466317741 52.38072486783252, 4.882979771595797 52.383628199131714, 4.882649972607447 52.38385863207029, 4.883073452599808 52.38455446524705, 4.883685015608537 52.385051390075176, 4.884191528902742 52.38569418511691))",Buurt     ,BU03630502,2465.0,9.74,34.89,29.41,17.04,44.83,26.57,18.26,17.85,23.94,41.78,484.0,36.7,38.0,27.5
394,osm-node-2721938084,gentrified,"[4.8861654, 52.3723717]",POINT (4.8861654 52.3723717),Felix Meritisbuurt,"POLYGON ((4.882588167578911 52.368915449907924, 4.882925583140543 52.37240978453929, 4.88306195254267 52.37398379936667, 4.883307555140688 52.37404861262539, 4.884734441573558 52.3740007949451, 4.885280600847314 52.3739853156673, 4.885474638876517 52.37396784803, 4.885657772380186 52.373914742551534, 4.886236455139385 52.373593904330676, 4.886483088477119 52.3734960827276, 4.886918502919502 52.373416854055385, 4.887427002488093 52.37337401794722, 4.888529606142891 52.373288699741714, 4.88886187011821 52.37326043917049, 4.888395432632341 52.37214871746788, 4.887868275477045 52.36875641895408, 4.884793623475046 52.36884722009199, 4.882588167578911 52.368915449907924))",Buurt     ,BU03630202,2055.0,10.71,38.44,29.44,15.33,47.45,36.25,11.19,3.89,13.63,68.61,782.0,68.4,30.0,40.5
395,osm-node-2722209304,non-gentrified,"[4.8892138, 52.3708009]",POINT (4.8892138 52.3708009),Spuistraat Zuid,"POLYGON ((4.887868275477045 52.36875641895408, 4.888395432632341 52.37214871746788, 4.88886187011821 52.37326043917049, 4.889145615633147 52.37323741115772, 4.88967208183696 52.37324852230813, 4.890589330210668 52.37319849160243, 4.890626660231313 52.372605459316006, 4.8906386244847155 52.37139243807763, 4.889338805109296 52.36933751101427, 4.889238057004946 52.36867222091147, 4.888562671713075 52.36812018383005, 4.888102390384731 52.36854830679992, 4.887868275477045 52.36875641895408))",Buurt     ,BU03630105,725.0,12.41,51.03,21.38,8.97,55.17,39.31,15.86,5.52,26.21,60.69,475.0,41.6,33.1,31.8
396,osm-node-2724038644,gentrified,"[4.8912911, 52.3683482]",POINT (4.8912911 52.3683482),Kalverdriehoek,"POLYGON ((4.891460425854066 52.36701616770151, 4.889703518735524 52.36727721644667, 4.888562671713075 52.36812018383005, 4.889238057004946 52.36867222091147, 4.891003138605819 52.3689851239217, 4.892450954666337 52.36907274626438, 4.892775618013468 52.368419122673025, 4.8940920413402065 52.36732128058245, 4.893147724766222 52.36698515771727, 4.891460425854066 52.36701616770151))",Buurt     ,BU03630107,310.0,22.58,53.23,14.52,6.45,58.06,40.32,17.74,6.45,35.48,51.61,,43.1,32.1,35.9
397,osm-node-2816835282,non-gentrified,"[4.8766887, 52.3473087]",POINT (4.8766887 52.3473087),Minervabuurt MIdden,"POLYGON ((4.876878314484187 52.34689594181214, 4.868614784005049 52.346590614271555, 4.868110958184371 52.34653452392499, 4.867334472649061 52.3486700701309, 4.872276390090401 52.34886271057041, 4.8772086707124815 52.349054608613145, 4.876878314484187 52.34689594181214))",,,,,,,,,,,,,,,,,
